Date,Open,High,Low,Close,Volume,Adj Close
2016-09-30,118.150002,119.07,118.029999,118.720001,25543200,118.369953
2016-09-29,118.50,118.720001,117.330002,117.839996,27207500,117.492542
2016-09-28,118.650002,118.769997,118.089996,118.699997,14794300,118.350007
2016-09-27,117.260002,118.559998,117.150002,118.50,20238400,118.1506
2016-09-26,117.660004,117.800003,117.169998,117.339996,16403900,116.994017
2016-09-23,119.00,119.00,118.160004,118.330002,22213400,117.981103
2016-09-22,118.839996,119.220001,118.720001,119.089996,22614400,118.738857
2016-09-21,117.50,118.32,116.809998,118.150002,31546800,117.801634
2016-09-20,117.199997,117.480003,116.800003,117.00,18078600,116.655023
2016-09-19,117.589996,117.949997,116.550003,116.779999,16222900,116.43567
2016-09-16,117.220001,117.410004,116.709999,117.290001,27596500,116.944169
2016-09-15,115.870003,117.82,115.860001,117.639999,38521400,117.000003
2016-09-14,115.410004,116.470001,115.379997,115.839996,28221800,115.209793
2016-09-13,115.75,116.089996,114.730003,115.290001,45863900,114.662789
2016-09-12,113.639999,116.489998,113.629997,116.330002,39646000,115.697132
2016-09-09,116.25,116.510002,114.260002,114.279999,50813300,113.658282
2016-09-08,117.57,117.599998,116.919998,117.230003,20125300,116.592238
2016-09-07,117.959999,118.120003,117.470001,117.919998,17546900,117.278479
2016-09-06,117.32,117.849998,117.059998,117.849998,18525200,117.20886
2016-09-02,117.32,117.559998,116.68,117.120003,18088200,116.482835
2016-09-01,116.480003,116.879997,115.910004,116.739998,20944700,116.104898
2016-08-31,116.379997,116.559998,115.949997,116.440002,16169800,115.806535
2016-08-30,116.75,117.089996,116.160004,116.559998,19843300,115.925877
2016-08-29,116.809998,117.25,116.790001,116.940002,11184900,116.303814
2016-08-26,116.650002,117.540001,116.080002,116.779999,23896000,116.144681
2016-08-25,116.50,116.970001,116.360001,116.610001,24266300,115.975608
2016-08-24,117.480003,117.639999,116.410004,116.800003,17728700,116.164577
2016-08-23,117.809998,118.010002,117.510002,117.559998,11997900,116.920437
2016-08-22,117.089996,117.550003,116.870003,117.349998,14500600,116.71158
2016-08-19,117.080002,117.519997,116.760002,117.260002,18743000,116.622073
2016-08-18,117.150002,117.459999,116.949997,117.290001,10036300,116.651909
2016-08-17,117.080002,117.300003,116.43,117.260002,15980300,116.622073
2016-08-16,117.480003,117.489998,117.029999,117.050003,14161400,116.413217
2016-08-15,117.349998,117.970001,117.309998,117.699997,11777800,117.059674
2016-08-12,116.919998,117.209999,116.790001,117.199997,19379000,116.562394
2016-08-11,117.019997,117.370003,116.779999,117.120003,12969800,116.482835
2016-08-10,116.989998,117.019997,116.309998,116.620003,14688400,115.985556
2016-08-09,116.739998,117.290001,116.669998,116.919998,13276500,116.283919
2016-08-08,116.839996,116.870003,116.279999,116.650002,12358200,116.015391
2016-08-05,116.260002,117.040001,116.129997,116.779999,23196600,116.144681
2016-08-04,115.300003,115.779999,115.029999,115.669998,12835300,115.040719
2016-08-03,114.870003,115.349998,114.800003,115.339996,15011300,114.712513
2016-08-02,115.669998,115.769997,114.220001,114.959999,21278400,114.334583
2016-08-01,115.309998,116.129997,115.169998,115.839996,13990100,115.209793
2016-07-29,115.239998,115.540001,114.870003,115.230003,22385300,114.603118
2016-07-28,114.760002,115.110001,114.400002,114.980003,16939700,114.354478
2016-07-27,114.75,114.879997,114.099998,114.580002,27646100,113.956653
2016-07-26,113.620003,114.199997,113.220001,113.790001,21223800,113.17095
2016-07-25,113.559998,113.690002,113.279999,113.660004,12968100,113.04166
2016-07-22,113.260002,113.779999,112.910004,113.650002,20003400,113.031712
2016-07-21,113.519997,113.739998,112.870003,113.18,18885400,112.564268
2016-07-20,112.739998,113.650002,112.599998,113.440002,24997900,112.822855
2016-07-19,112.150002,112.480003,111.93,112.129997,18936700,111.519977
2016-07-18,111.870003,112.739998,111.849998,112.540001,20713900,111.92775
2016-07-15,112.239998,112.300003,111.550003,111.800003,17999300,111.191778
2016-07-14,111.959999,112.190002,111.699997,111.980003,20871000,111.370799
2016-07-13,111.75,111.82,111.209999,111.220001,21107800,110.614932
2016-07-12,111.610001,111.790001,111.339996,111.489998,21906100,110.883459
2016-07-11,110.669998,111.339996,110.660004,110.93,20218500,110.326508
2016-07-08,109.199997,110.360001,109.019997,110.300003,29457900,109.699939
2016-07-07,108.400002,108.860001,108.110001,108.620003,19161700,108.029078
2016-07-06,106.910004,108.349998,106.57,108.300003,24579300,107.710819
2016-07-05,107.510002,107.660004,106.839996,107.419998,21167900,106.835602
2016-07-01,107.489998,108.480003,107.449997,108.080002,19902800,107.492015
2016-06-30,106.489998,107.610001,106.129997,107.540001,36300800,106.954952
2016-06-29,105.279999,106.529999,105.230003,106.309998,31356700,105.73164
2016-06-28,103.349998,104.510002,103.300003,104.459999,28260600,103.891706
2016-06-27,103.599998,103.599998,101.75,102.220001,48222600,101.663894
2016-06-24,104.900002,106.50,104.059998,104.290001,68012700,103.722633
2016-06-23,108.07,108.790001,107.620003,108.769997,18714200,108.178256
2016-06-22,107.559998,108.190002,107.150002,107.239998,22724200,106.656581
2016-06-21,107.300003,107.720001,107.099998,107.50,22804100,106.915168
2016-06-20,107.730003,108.239998,107.080002,107.160004,20562800,106.577022
2016-06-17,107.529999,107.68,106.239998,106.489998,29208800,105.910661
2016-06-16,107.190002,108.139999,106.50,108.040001,32079900,107.166792
2016-06-15,108.290001,108.440002,107.540001,107.720001,24605700,106.849379
2016-06-14,107.739998,108.419998,107.239998,108.029999,24588500,107.156871
2016-06-13,108.32,108.93,107.889999,108.029999,25154700,107.156871
2016-06-10,109.190002,109.400002,108.559998,108.940002,32965000,108.05952
2016-06-09,109.919998,110.309998,109.709999,110.190002,17571600,109.299417
2016-06-08,110.370003,110.599998,109.959999,110.370003,14568700,109.477963
2016-06-07,110.519997,110.629997,110.129997,110.18,12184300,109.289496
2016-06-06,110.260002,110.75,110.07,110.459999,12502400,109.567231
2016-06-03,110.370003,110.419998,109.339996,110.059998,20269900,109.170463
2016-06-02,110.129997,110.589996,109.529999,110.580002,15696600,109.686264
2016-06-01,110.00,110.599998,109.910004,110.349998,19571500,109.45812
2016-05-31,110.279999,110.510002,109.779999,110.339996,24366100,109.448199
2016-05-27,109.629997,110.139999,109.610001,110.129997,19794400,109.239897
2016-05-26,109.349998,109.699997,109.089996,109.559998,21885900,108.674504
2016-05-25,108.870003,109.57,108.68,109.239998,37951700,108.357091
2016-05-24,106.919998,108.589996,106.889999,108.459999,29931300,107.583396
2016-05-23,106.589996,106.970001,106.230003,106.330002,15729800,105.470614
2016-05-20,105.730003,106.900002,105.669998,106.470001,29549600,105.609482
2016-05-19,105.449997,105.709999,104.540001,105.309998,27334600,104.458854
2016-05-18,105.239998,106.43,105.040001,105.860001,27524400,105.004411
2016-05-17,106.730003,107.040001,105.199997,105.480003,29932700,104.627485
2016-05-16,105.660004,107.209999,105.559998,106.82,18311900,105.956652
2016-05-13,105.800003,106.449997,105.290001,105.50,21059300,104.64732
2016-05-12,106.610001,106.739998,105.139999,105.889999,29196300,105.034168
2016-05-11,107.169998,107.489998,106.330002,106.360001,20966300,105.50037
2016-05-10,106.260002,107.379997,106.07,107.330002,21178900,106.462532
2016-05-09,105.589996,106.370003,105.540001,105.879997,19289600,105.024246
2016-05-06,104.50,105.599998,104.400002,105.580002,29731500,104.726676
2016-05-05,105.43,105.660004,104.809998,105.019997,20788100,104.171197
2016-05-04,105.089996,105.480003,104.790001,105.050003,27474500,104.20096
2016-05-03,105.959999,106.440002,105.449997,105.730003,38569400,104.875465
2016-05-02,105.989998,106.870003,105.550003,106.720001,24813800,105.857461
2016-04-29,106.279999,106.50,104.879997,105.720001,67502800,104.865544
2016-04-28,107.699997,108.330002,106.07,106.279999,29818200,105.421015
2016-04-27,107.339996,107.830002,106.690002,107.580002,33059800,106.710511
2016-04-26,109.209999,109.389999,108.120003,108.449997,19118300,107.573475
2016-04-25,108.650002,108.989998,108.449997,108.980003,14351900,108.099197
2016-04-22,109.209999,109.720001,108.120003,108.980003,39074000,108.099197
2016-04-21,110.580002,111.050003,110.150002,110.650002,20216000,109.755698
2016-04-20,110.550003,111.150002,110.169998,110.639999,18078300,109.745777
2016-04-19,111.440002,111.440002,109.879997,110.550003,42481400,109.656508
2016-04-18,110.32,111.269997,110.25,111.230003,16618800,110.331012
2016-04-15,110.830002,111.059998,110.360001,110.639999,21353300,109.745777
2016-04-14,110.93,111.330002,110.00,110.919998,17199700,110.023513
2016-04-13,110.349998,111.080002,110.209999,110.910004,25356700,110.013599
2016-04-12,108.68,109.720001,108.019997,109.510002,28564100,108.624913
2016-04-11,109.470001,110.019997,108.589996,108.599998,25772100,107.722264
2016-04-08,109.760002,110.019997,108.620003,109.00,22898000,108.119033
2016-04-07,110.029999,110.230003,108.610001,109.080002,28567200,108.198388
2016-04-06,108.989998,110.709999,108.989998,110.669998,25056000,109.775533
2016-04-05,109.089996,109.50,108.739998,108.879997,20107900,108.00
2016-04-04,110.360001,110.440002,109.68,109.940002,17163000,109.051438
2016-04-01,108.540001,110.400002,108.389999,110.360001,26389000,109.468041
2016-03-31,109.279999,109.690002,109.029999,109.199997,21447200,108.317413
2016-03-30,109.480003,110.040001,109.129997,109.360001,23807200,108.476123
2016-03-29,106.910004,108.900002,106.730003,108.830002,29963900,107.950408
2016-03-28,107.559998,107.580002,106.919998,107.110001,13892300,106.244309
2016-03-24,106.709999,107.290001,106.529999,107.260002,19017300,106.393098
2016-03-23,107.910004,107.989998,106.989998,107.230003,20912900,106.363341
2016-03-22,107.18,108.370003,107.160004,108.120003,18840300,107.246148
2016-03-21,107.18,107.889999,107.120003,107.790001,17288600,106.918813
2016-03-18,107.459999,107.639999,106.800003,107.370003,37682300,106.502209
2016-03-17,107.269997,107.769997,106.870003,107.519997,29623700,106.335562
2016-03-16,106.370003,107.860001,106.339996,107.580002,31693100,106.394906
2016-03-15,106.290001,106.75,105.949997,106.629997,26524600,105.455366
2016-03-14,106.089996,106.919998,106.059998,106.669998,25374900,105.494927
2016-03-11,105.790001,106.489998,105.459999,106.489998,31454000,105.316909
2016-03-10,105.260002,105.860001,103.309998,104.660004,44236100,103.507074
2016-03-09,104.540001,104.839996,103.959999,104.82,31047400,103.665308
2016-03-08,104.300003,105.209999,103.970001,104.150002,28898500,103.00269
2016-03-07,105.129997,105.739998,104.269997,105.019997,25861200,103.863101
2016-03-04,105.75,106.349998,104.970001,105.669998,31655400,104.505943
2016-03-03,105.720001,105.75,104.870003,105.629997,25474600,104.466382
2016-03-02,105.660004,105.849998,105.010002,105.830002,29209800,104.664184
2016-03-01,103.480003,105.790001,103.160004,105.790001,37699800,104.624623
2016-02-29,103.330002,104.099998,102.50,102.50,27553900,101.370865
